;text
55457;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
99139;@julianaoxenford Estas en lo cierto,esa derecha con LFN da vergüenza,no marcharía con esos ni a la esquina,ni en en modo Lopez Aliaga😨🍷🥃😨
25833;@Navajeriux @JMilei @HDeSotoPeru @rlopezaliaga1 Por eso mismo Perú no esta preparado para un Milei ni para un Lopez Aliaga!
30407;"López Aliaga: ""Dos más y me voy""!! 🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/co0SK4LQuw"
46656;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
61189;@LUSAUR1 @elblogdebinario Mira la entrevista.. Si de vulgar hablamos mira la reciente entrevista de Lopez Aliaga borracho.. A perdón, seguro debe ser tu jefe 🤣🤣🤣
77956;"¿Con cual te meterías una bomba🥃?
🔁RT: López Aliaga | ❤️ Like: Toledo https://t.co/Dg5ccspBYu"
74185;@AliagaTeam @PedroCastilloTe Si este tipo hubiera Sido presidente hubiera Sido un dictador ...mil veces prefiero a castillo que a López Aliaga ,este tipo nunca tubo respeto a nadie es un asco.
63912;Es sábado y Rafael López Aliaga lo sabe!
08837;Hoy es mi cumpleaños y al parecer, el único que termino borracho fue López Aliaga. He fallado
52806;Hoy entré a varias tiendas en el centro comercial y en todas me echaron alcohol. Mis manos salieron creyendo que eran López Aliaga.
05538;"Mientras las protestas contra @PedroCastilloTe y @VladimiroHuaroc sean protagonizadas por la extrema derecha de los Fujimori, López Aliaga, Lourdes Flores y compañía, estaremos perdidos.
Nadie quiere pasar de la izquierda radical a la extrema derecha. Ambos son tóxicos."
42368;Lima hubiera puesto de presidente a López Aliaga. Jamás podré superar eso.
75143;@andreaburga5 Soy limeña y no me identifico para nada con Lopez Aliaga, es más ni me interesa ver su entrevista, favor no caigamos en etiquetas o generalizaciones a determinadas personas por donde viven,clase social, raza, preferencia sexual o cultural,etc Esto No nos hace bien como peruanos
34208;@Lauletras @IDL_R Cerron como los fachos y Lopez Aliaga creen que estamos en los 60, en plena guerra fria donde las ideologias capitalista y comunista pugnaban por tener hegemonia. Hay que regalarles un almanaque del 2021 a ver si actualizan su RAM.
74496;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
93634;Una seguidora de López Aliaga acaba de darle RT a mi tuit sobre su devoción a San Pao pensando que era un elogio. Morí de risa. 😂
72613;López Aliaga hoy al despertar con resaca https://t.co/yXtkXbdOuR
32805;Al ladrón de Toledo lo hicieron puré por declarar borracho a RPP, pero López Aliaga sí puede salir ebrio en el programa de la hija del delincuente suicida y nadie le dice nada 🍻
24641;@yosoypao ME ENCANTA LOPEZ ALIAGA . ESTE SEÑOR DESTRUIRIA LA CORRUPCIÓN DE LOS CERRONES Y CASTILLOS LUMINOSOS
45508;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
15425;Lima hubiera puesto de presidente a López Aliaga. Jamás podré superar eso.
08097;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
76321;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
93188;Lima hubiera puesto de presidente a López Aliaga. Jamás podré superar eso.
95716;"‘Porky’ y ‘Carla García’:

Por esta entrevista a Rafael López Aliaga, conocido como Porky, en el programa de Willax conducido por Carla García https://t.co/juxUZiRLbe"
26273;Escuchen a la periodista Cusqueña fuente de @Latina_pe conversando con Lopez Aliaga. https://t.co/Nc9RpcdwIl
21863;Carla García luego de que López Aliaga le envió saludos y un «beso enorme» a Alan, olvidando que ya había fallecido: https://t.co/esn113cU7I
98052;"Rafael López Aliaga: Eres periodista?
Carla Garcia: No soy Política
Rafael López Aliaga: Se nota
Los borrachos dicen la verdad 🤣🤣🤣🤣🤣🤣🤣"
62114;"Rafael López Aliaga: Eres periodista?
Carla Garcia: No soy Política
Rafael López Aliaga: Se nota
Los borrachos dicen la verdad 🤣🤣🤣🤣🤣🤣🤣"
19361;"Los comentarios del Estado de Lopez Aliaga con Carla Garcia, me recuerda la comparación entre el alcohólico, fumador y arrogante de Winston Churchill y el no fumador,  vegetariano y abstemio de Hitler. Yo me quedo con el alcohólico Churchill.
#porky #willax #prefieroachurchill"
30468;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
56195;AJAJJAJA LOPEZ ALIAGA ESTÁ BORRACHO EN WILLAX EN VIVO
71104;Lima hubiera puesto de presidente a López Aliaga. Jamás podré superar eso.
89635;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
33760;Al ladrón de Toledo lo hicieron puré por declarar borracho a RPP, pero López Aliaga sí puede salir ebrio en el programa de la hija del delincuente suicida y nadie le dice nada 🍻
54690;"¿Con cual te meterías una bomba🥃?
🔁RT: López Aliaga | ❤️ Like: Toledo https://t.co/Dg5ccspBYu"
84867;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
60514;"Rafael López Aliaga: Eres periodista?
Carla Garcia: No soy Política
Rafael López Aliaga: Se nota
Los borrachos dicen la verdad 🤣🤣🤣🤣🤣🤣🤣"
85408;"Rafael López Aliaga: Eres periodista?
Carla Garcia: No soy Política
Rafael López Aliaga: Se nota
Los borrachos dicen la verdad 🤣🤣🤣🤣🤣🤣🤣"
87330;A los limeños les encanta  Lopez Aliaga  como candidato porque se sienten identificados con lo borracho o qué onda?
24294;No critiquen a López Aliaga. Es un católico consecuente que predica con el ejemplo su devoción a San Pao.
07650;"Rafael López Aliaga: Eres periodista?
Carla Garcia: No soy Política
Rafael López Aliaga: Se nota
Los borrachos dicen la verdad 🤣🤣🤣🤣🤣🤣🤣"
66786;"@MigueOrtizD @memeadospes Jaja te alegra el topo de Hernando de Soto que se largó a la playa (mientras otro candidato se quedó a luchar y ayudarnos) y encima se reunió con el prosor y atacas al gran Rafel López Aliaga? 
Ahora ya sé, por que te toman de lorna, políticamente hablando.
Hazte ver."
20609;Lima hubiera puesto de presidente a López Aliaga. Jamás podré superar eso.
59426;@rlopezaliaga1 Que mal  Rafael López Aliaga ... Te pones al lado de Keiko y su corruptela . Decepcionante !
76546;Cuando más se necesita que la oposición esté unida, siguen los pleitos en Renovación Popular. ¿ Y Rafael López Aliaga no puede solucionar esos conflictos públicos? https://t.co/8kKV35JE4p
93986;@carmenlozada_dg No hable de robo señora fujimontesinista:¿O recordamos el 2,000?¿O recordamos como a López Aliaga lo sacaron esta vez de segunda vuelta con oscuras maniobras?ese señor debió ser Presidente y no el rojo bestia,siga en negación sin aceptar su derrota.
55264;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
84900;"¿Con cual te meterías una bomba🥃?
🔁RT: López Aliaga | ❤️ Like: Toledo https://t.co/Dg5ccspBYu"
57474;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
80544;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
74593;Una seguidora de López Aliaga acaba de darle RT a mi tuit sobre su devoción a San Pao pensando que era un elogio. Morí de risa. 😂
30722;Carla García luego de que López Aliaga le envió saludos y un «beso enorme» a Alan, olvidando que ya había fallecido: https://t.co/esn113cU7I
52288;Escuchen a la periodista Cusqueña fuente de @Latina_pe conversando con Lopez Aliaga. https://t.co/Nc9RpcdwIl
80576;@DanielSarmient0 @RPPNoticias El proceso electoral fue fraudulento desde la primera vuelta y sólo López Aliaga reclamó, no le dieron importancia y la prensa se hizo la Shakira. Objetivo que la chica K llegue a la presidencia y les salió el tiro por la culata.
34848;A los limeños les encanta  Lopez Aliaga  como candidato porque se sienten identificados con lo borracho o qué onda?
85218;@Lisette97618429 @JoDelPezet @salvajedigital @GuidoPuka @canalN_ Eso dile a los seguidores de Rafael Lopez Aliaga.
70116;@elhigadodmarita López Aliaga, se pasó de sano. Y muy mal de Carla García hacerlo quedar y dejarle la fama de borracho. Los 2 mal, de ella no espero nada y normal que busque rating a su programa y como feminista progre haga su parte contra Aliaga, pero de Rafael López Aliaga, esperaba algo mejor
94624;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
71236;"El Presidente de Uruguay la tiene clara
#CierrenLaEncerrona #VacanciaPresidencialYa Porky Borracho Piura #CierrenWillax La República Olivares Los Dinámicos del Centro López Aliaga EL COMERCIO PERU Olivares #Sinopharn SiProtege Yarrow Montoya Juan Carrasco Martin Vizcarra https://t.co/cgsCif91a6"
44672;Cuando más se necesita que la oposición esté unida, siguen los pleitos en Renovación Popular. ¿ Y Rafael López Aliaga no puede solucionar esos conflictos públicos? https://t.co/8kKV35JE4p
27680;Cuando más se necesita que la oposición esté unida, siguen los pleitos en Renovación Popular. ¿ Y Rafael López Aliaga no puede solucionar esos conflictos públicos? https://t.co/8kKV35JE4p
92069;"Rafael López Aliaga: Eres periodista?
Carla Garcia: No soy Política
Rafael López Aliaga: Se nota
Los borrachos dicen la verdad 🤣🤣🤣🤣🤣🤣🤣"
17155;Escuchen a la periodista Cusqueña fuente de @Latina_pe conversando con Lopez Aliaga. https://t.co/Nc9RpcdwIl
33187;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
14048;Este tipo está más perdido que López Aliaga en matrimonio evangélico. 🤣 https://t.co/z80LjdtJgZ
56352;Lima hubiera puesto de presidente a López Aliaga. Jamás podré superar eso.
07559;López Aliaga hoy al despertar con resaca https://t.co/yXtkXbdOuR
29573;Hoy entré a varias tiendas en el centro comercial y en todas me echaron alcohol. Mis manos salieron creyendo que eran López Aliaga.
54052;"El Presidente de Uruguay la tiene clara
#CierrenLaEncerrona #VacanciaPresidencialYa Porky Borracho Piura #CierrenWillax La República Olivares Los Dinámicos del Centro López Aliaga EL COMERCIO PERU Olivares #Sinopharn SiProtege Yarrow Montoya Juan Carrasco Martin Vizcarra https://t.co/cgsCif91a6"
00160;Hoy es mi cumpleaños y al parecer, el único que termino borracho fue López Aliaga. He fallado
04679;"@leggiere @avendiego Ellos piensan que 'lo golpean', pero más parece que se regocija. No obstante,el propósito de ellos, de López Aliaga y otros,sería generar un escenario de cara al extranjero,a quienes van a emitir una calificación al Perú pronto,y que sea negativa.  
https://t.co/smjM1AWOHi"
53472;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
08322;Rafael Lopez Aliaga ya te levantaste para el corte 😎
35714;Una seguidora de López Aliaga acaba de darle RT a mi tuit sobre su devoción a San Pao pensando que era un elogio. Morí de risa. 😂
12704;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
96803;Cuando más se necesita que la oposición esté unida, siguen los pleitos en Renovación Popular. ¿ Y Rafael López Aliaga no puede solucionar esos conflictos públicos? https://t.co/8kKV35JE4p
15810;"¿Con cual te meterías una bomba🥃?
🔁RT: López Aliaga | ❤️ Like: Toledo https://t.co/Dg5ccspBYu"
93090;"¿Con cual te meterías una bomba🥃?
🔁RT: López Aliaga | ❤️ Like: Toledo https://t.co/Dg5ccspBYu"
77024;@DanielMurrield @julianaoxenford Una gran mentira? . . Keiko es el mal menor . 2._ El cerdo Lopez Aliaga es un gran ejemplo de empresario y ser humano.  Jajajaja 🤮💩🤮💩🤮💩🤮💩🤮💩🤮💩
42436;Una seguidora de López Aliaga acaba de darle RT a mi tuit sobre su devoción a San Pao pensando que era un elogio. Morí de risa. 😂
05890;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
54976;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
56387;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
62529;@mogall0 @chrisbustc Entre cucufatos de apoyan. Nadie necesita difamar al cerdo de Rafael López Aliaga, cada vez que abre la boca es para autodestruirse.
63779;"Pedro Castillo no sólo impidió que una RATA llegara al Gobierno . . . Sino también un BORRACHO  !!!
López Aliaga  hip  hip"
39202;"Hoy en @PoliticasTv:
Panel compuesto por Patricia Juárez, Lourdes Alcorta, Angélica Sayán y Lucas Ghersi.
La central es una conversación con Rafael López Aliaga.
Cada vez somos más voces y vinimos para quedarnos.
Willax, 8pm https://t.co/VOIH4vJkSk"
51616;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
35392;"@chrisbustc @rlopezaliaga1
Rafael López Aliaga estaba borracho o pasado de coca, creo que la hija del Al Capone peruano  auspicia el producto de Kenji Fujimori y de paso les invita a sus entrevistados. Y pensar que este cerdo quería ser presidente de mi país!"
24134;@MarioMirandaSo @MEF_Peru @pedrofrancke JUSTICA SOCIAL ES LENGUAJE ROJOO asii ess... NO SE PUEDE IGUALAR A TODOS... MAS BIEN QUE TODOS LOS POBRES se vuelvan como mínimo una clase media así como lo planteaba Rafael López Aliaga el PORKY
07584;@MarioMirandaSo @MEF_Peru @pedrofrancke JUSTICA SOCIAL ES LENGUAJE ROJOO asii ess... NO SE PUEDE IGUALAR A TODOS... MAS BIEN QUE TODOS LOS POBRES se vuelvan como mínimo una clase media así como lo planteaba Rafael López Aliaga el PORKY
05825;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
30624;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
66528;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
88355;"Pedro Castillo no sólo impidió que una RATA llegara al Gobierno . . . Sino también un BORRACHO  !!!
López Aliaga  hip  hip"
83844;Lima hubiera puesto de presidente a López Aliaga. Jamás podré superar eso.
33920;@Manuelzor @osnapitzsebas @danielfolivares Nada mano, para el bien de todos debe ganar López Aliaga para que sus fanáticos se den cuenta de una vez por todas que es tan inútil como poner a una piedra de alcalde. Lima está condenada por una ola conservadora, Daniel no debería molestarse siquiera en pensar en la alcaldía
99781;"Nadie:
López Aliaga a las periodistas: https://t.co/Y1VZ2Au1Ya"
53058;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
95335;@moi_mircri Pero oarece borracho, Lopez Aliaga Borracho t levanta una empresa elnotro pezuñento sobrio no te arma ni un kiosko de chupetes
20192;Salir a chupar con López-Aliaga debe ser un mate de risa.
95682;Cuando más se necesita que la oposición esté unida, siguen los pleitos en Renovación Popular. ¿ Y Rafael López Aliaga no puede solucionar esos conflictos públicos? https://t.co/8kKV35JE4p
88070;Lima hubiera puesto de presidente a López Aliaga. Jamás podré superar eso.
26688;A los limeños les encanta  Lopez Aliaga  como candidato porque se sienten identificados con lo borracho o qué onda?
14880;López Aliaga hoy al despertar con resaca https://t.co/yXtkXbdOuR
58753;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
61090;"Rafael López Aliaga: Eres periodista?
Carla Garcia: No soy Política
Rafael López Aliaga: Se nota
Los borrachos dicen la verdad 🤣🤣🤣🤣🤣🤣🤣"
24610;"¿Con cual te meterías una bomba🥃?
🔁RT: López Aliaga | ❤️ Like: Toledo https://t.co/Dg5ccspBYu"
33986;"No Sra. Usted tiene que ser fiel al partido que la puso en el congreso.
No nos venga con ese ridículo ”de defender la democracia”
Votamos por Rafael López Aliaga y sus candidatos al congreso, por cientos de miles de peruanos.
@rlopezaliaga1
@BancadaRP https://t.co/dn1pt6kNvl"
22854;Lima hubiera puesto de presidente a López Aliaga. Jamás podré superar eso.
67008;@butters_of @Alm_Montoya SEÑOR CONGRESISTA MONTOYA, NO ESPERE MAS TIEMPO Y DEBEN EXPULSARLA DE RENOVACIÓN POPULAR, ASI QUE HAGA QUE LOPEZ ALIAGA LA EXPULSE A NORMA YARROW, POR SER UN PELIGRO CONTRA LA DEMOCRACIA Y LA LIBERTAD, ES UNA FALSARIA PROSTIBULARIA CÍNICA COMPLACIENTE.
30119;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
53696;Lima hubiera puesto de presidente a López Aliaga. Jamás podré superar eso.
61188;@denegrj @danielfolivares No sabia q Willax pertenencia al Estado y que Rafael Lopez Aliaga  cobraba un sueldo de congresista y enhorabuena de trabajo se tomaba una copa de vino.
01089;"@DiegoQuispeSanc @chrisbustc Ellos piensan que 'lo golpean', pero más parece que se regocija. No obstante,el propósito de ellos, de López Aliaga y otros,sería generar un escenario de cara al extranjero,a quienes van a emitir una calificación al Perú pronto,y que sea negativa.  
https://t.co/smjM1AWOHi"
35077;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
09352;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
40676;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
11876;Hoy entré a varias tiendas en el centro comercial y en todas me echaron alcohol. Mis manos salieron creyendo que eran López Aliaga.
37546;Hoy entré a varias tiendas en el centro comercial y en todas me echaron alcohol. Mis manos salieron creyendo que eran López Aliaga.
99136;¿Cuál es el colmo de Rafael López Aliaga, alias Porky? Ser un facho anticomunista y estar siempre como una Cuba 🤭🐷
49573;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
38112;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
24160;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
05089;"‘Porky’ y ‘Carla García’:

Por esta entrevista a Rafael López Aliaga, conocido como Porky, en el programa de Willax conducido por Carla García https://t.co/juxUZiRLbe"
30336;@butters_of @Alm_Montoya SEÑOR CONGRESISTA MONTOYA, NO ESPERE MAS TIEMPO Y DEBEN EXPULSARLA DE RENOVACIÓN POPULAR, ASI QUE HAGA QUE LOPEZ ALIAGA LA EXPULSE A NORMA YARROW, POR SER UN PELIGRO CONTRA LA DEMOCRACIA Y LA LIBERTAD, ES UNA FALSARIA PROSTIBULARIA CÍNICA COMPLACIENTE.
63333;@butters_of @Alm_Montoya SEÑOR CONGRESISTA MONTOYA, NO ESPERE MAS TIEMPO Y DEBEN EXPULSARLA DE RENOVACIÓN POPULAR, ASI QUE HAGA QUE LOPEZ ALIAGA LA EXPULSE A NORMA YARROW, POR SER UN PELIGRO CONTRA LA DEMOCRACIA Y LA LIBERTAD, ES UNA FALSARIA PROSTIBULARIA CÍNICA COMPLACIENTE.
10912;"@denegrj @danielfolivares Wao !! que fuerte afirmación llamar ALCOHÓLICO a @rlopezaliaga1 sin tener base ni fundamento de lo que significa esa palabra. 
Si López Aliaga es alcohólico pués yo soy químico aerodinamicoespacial 😂"
81800;"@MigueOrtizD @memeadospes Jaja te alegra el topo de Hernando de Soto que se largó a la playa (mientras otro candidato se quedó a luchar y ayudarnos) y encima se reunió con el prosor y atacas al gran Rafel López Aliaga? 
Ahora ya sé, por que te toman de lorna, políticamente hablando.
Hazte ver."
16515;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
48768;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
54246;Hoy es mi cumpleaños y al parecer, el único que termino borracho fue López Aliaga. He fallado
16673;Hoy entré a varias tiendas en el centro comercial y en todas me echaron alcohol. Mis manos salieron creyendo que eran López Aliaga.
98891;Por si acaso, les recuerdo a los hinchas de Rafael Lopez Aliaga, que al igual que Cerrón, es homófobo, misógino, machista, y cree que los únicos periodistas que merecen respeto son los que le dan la razón. Son Igualitos.
39424;@contracultural Carla García sacando a López Aliaga, Porky, de Willax: https://t.co/hUXqJN8lAd
69538;Ningún cerdo salió lastimado en la entrevista de Willax aparte de López Aliaga. https://t.co/SbexgF9tqO
63746;AJAJJAJA LOPEZ ALIAGA ESTÁ BORRACHO EN WILLAX EN VIVO
